,nmefet,rem_pos,year,month
0,1 SARGENTO,9276.591382978722,2018,02
1,1 SGT,9691.21971515768,2018,02
2,1 TEN,11446.296347992353,2018,02
3,1 TENENTE,10076.529273504273,2018,02
4,2 SARGENTO,7169.553677621283,2018,02
5,2 SGT,8117.5120590994375,2018,02
6,2 TEN,9828.161739130433,2018,02
7,2 TENENTE,9332.703703703704,2018,02
8,3 SARGENTO,6072.406317743133,2018,02
9,3 SGT,6660.914117458964,2018,02
10,ADVOGADO AUTARQUICO,19881.242222222223,2018,02
11,AGENTE DE POLICIA,3036.04,2018,02
12,AGENTE DE SEGURANCA PENITENCIARIO,4016.4834539678154,2018,02
13,AGENTE DE SEGURANCA SOCIOEDUCATIVO,4015.643991666667,2018,02
14,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,6525.19406779661,2018,02
15,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",3698.9094339622643,2018,02
16,AGENTE GOVERNAMENTAL,3899.6155598455603,2018,02
17,AGENTE GOVERNAMENTAL 2I,4200.15,2018,02
18,AJUDANTE DE SERVICOS GERAIS,1082.55,2018,02
19,ALUNO,6736.056041666667,2018,02
20,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,3676.9606862745095,2018,02
21,ANAL.FISCAL E DE REGULACAO SERV.ABAST.AGUA ESG.SAN,5523.813684210527,2018,02
22,ANALISTA AMBIENTAL,7403.303198757763,2018,02
23,ANALISTA DA POLICIA CIVIL,3342.6677124183007,2018,02
24,ANALISTA DE ADMINISTRACAO DE ESTADIOS,9020.15,2018,02
25,ANALISTA DE ATENCAO A SAUDE,3850.348650793651,2018,02
26,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,3140.0672727272727,2018,02
27,ANALISTA DE DESENVOLVIMENTO RURAL,7159.711428571428,2018,02
28,ANALISTA DE EDUCACAO BASICA,1856.3410791366907,2018,02
29,ANALISTA DE GESTAO,4446.408,2018,02
30,ANALISTA DE GESTAO ARTISTICA,4666.144,2018,02
31,ANALISTA DE GESTAO DA PMM,4150.13,2018,02
32,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,4875.797919463088,2018,02
33,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,8488.668611111112,2018,02
34,ANALISTA DE GESTAO LOTERICA,4125.183333333333,2018,02
35,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",4032.3031818181817,2018,02
36,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",4757.189629629629,2018,02
37,ANALISTA DE GESTÃO DE SEG SOCIAL,2126.4339393939395,2018,02
38,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,5135.89111627907,2018,02
39,ANALISTA DE SEGURIDADE SOCIAL,4604.826985743381,2018,02
40,ANALISTA DE TV,3073.2879166666667,2018,02
41,ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA,6459.436964285715,2018,02
42,ANALISTA EDUCACIONAL,4540.573906824683,2018,02
43,ANALISTA EM EDUCACAO E PESQUISA EM SAUDE,5397.304727272727,2018,02
44,ANALISTA EXECUTIVO DE DEFESA SOCIAL,4433.260289330922,2018,02
45,ANALISTA FAZENDARIO DE ADMINISTRACAO E FINANCAS,13049.483697478992,2018,02
46,ANALISTA UNIVERSITARIO,4463.029673913044,2018,02
47,ANALISTA UNIVERSITARIO DA SAUDE,4000.3249640287772,2018,02
48,ANALISTA UNIVERSITARIO DA SAUDE - CONT.ADM,2422.139090909091,2018,02
49,ASP A OF,6685.487891566265,2018,02
50,ASPIRANTE A OFICIAL,6600.06,2018,02
51,ASSISTENTE ADMINISTRATIVO,1725.2421866666666,2018,02
52,ASSISTENTE ADMINISTRATIVO DE TELECOMUNICACOES,4549.394166666666,2018,02
53,ASSISTENTE DE ADMINISTRACAO DE ESTADIOS,2683.04,2018,02
54,ASSISTENTE DE EDUCACAO,3337.4868398268395,2018,02
55,ASSISTENTE DE GESTAO DE DEFESA AGROPECUARIA,4294.762884615385,2018,02
56,ASSISTENTE DE GESTAO E POLITICAS PUBLICAS EM DESEN,3374.892160278746,2018,02
