,nmefet,rem_pos,year,month
0,1 SARGENTO,10413.255307917889,2015,05
1,1 SGT,8813.28788083954,2015,05
2,1 TEN,11265.383663967612,2015,05
3,1 TENENTE,12314.396145251398,2015,05
4,2 SARGENTO,8890.441190965093,2015,05
5,2 SGT,7505.12538534279,2015,05
6,2 TEN,9366.06814364641,2015,05
7,2 TENENTE,10673.745294117647,2015,05
8,3 SARGENTO,7639.290743801653,2015,05
9,3 SGT,6300.2589620457065,2015,05
10,ADVOGADO AUTARQUICO,12413.884642857143,2015,05
11,AGENTE DE POLICIA,4624.4,2015,05
12,AGENTE DE SEGURANCA PENITENCIARIO,4004.699324168207,2015,05
13,AGENTE DE SEGURANCA SOCIOEDUCATIVO,4017.7145993031363,2015,05
14,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,5380.201731601732,2015,05
15,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",3283.398181818182,2015,05
16,AGENTE GOVERNAMENTAL,3066.548762057878,2015,05
17,AGENTE GOVERNAMENTAL 2I,3871.97,2015,05
18,ALUNO,7055.435746268657,2015,05
19,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,3009.568884120172,2015,05
20,ANALISTA ADMINISTRATIVO,3011.64,2015,05
21,ANALISTA AMBIENTAL,6308.085972644377,2015,05
22,ANALISTA DA POLICIA CIVIL,2889.8987811634347,2015,05
23,ANALISTA DE ADMINISTRACAO DE ESTADIOS,10035.9,2015,05
24,ANALISTA DE ATENCAO A SAUDE,3133.7213095238094,2015,05
25,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,2614.520769230769,2015,05
26,ANALISTA DE DESENVOLVIMENTO RURAL,6825.833333333333,2015,05
27,ANALISTA DE EDUCACAO BASICA,1811.96285106383,2015,05
28,ANALISTA DE GESTAO,4339.291428571429,2015,05
29,ANALISTA DE GESTAO ARTISTICA,3502.8489999999997,2015,05
30,ANALISTA DE GESTAO DA PMM,4565.48,2015,05
31,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,4223.224878682842,2015,05
32,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,4135.773684210526,2015,05
33,ANALISTA DE GESTAO LOTERICA,3347.963333333333,2015,05
34,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",3751.5017307692306,2015,05
35,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",4404.963428571428,2015,05
36,ANALISTA DE GESTÃO DE SEGURIDADE SOCIAL,2156.4752777777776,2015,05
37,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,4351.571367521367,2015,05
38,ANALISTA DE SEGURIDADE SOCIAL,4236.425124792013,2015,05
39,ANALISTA DE TURISMO,6042.54,2015,05
40,ANALISTA DE TV,2369.2716470588234,2015,05
41,ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA,6103.250214285715,2015,05
42,ANALISTA EDUCACIONAL,3060.362657004831,2015,05
43,ANALISTA EM EDUCACAO E PESQUISA EM SAUDE,4730.154833333333,2015,05
44,ANALISTA EXECUTIVO DE DEFESA SOCIAL,3584.441947916667,2015,05
45,ANALISTA EXECUTIVO DEFESA,2934.26,2015,05
46,ANALISTA FAZENDARIO DE ADMINISTRACAO E FINANCAS,10043.880584415583,2015,05
47,ANALISTA FINANCEIRO,3658.83,2015,05
48,ANALISTA UNIVERSITARIO,3536.9894285714286,2015,05
49,ANALISTA UNIVERSITARIO DA SAUDE,3116.507697368421,2015,05
50,ASP A OF,6718.868471337581,2015,05
51,ASPIRANTE A OFICIAL,8203.55347826087,2015,05
52,ASSESSOR DE APOIO TECNICO OPERACIONAL,8086.27,2015,05
53,ASSESSOR DE NOVOS NEGOCIOS,2438.38,2015,05
54,ASSESSOR FINANCEIRO,2334.11,2015,05
55,ASSESSOR JURIDICO-ADMINISTRATIVO,6609.54,2015,05
56,ASSESSOR TI,2066.06,2015,05
57,ASSESSORA DE ANALISE E MONITORAMENTO DE MERCADO,7812.68,2015,05
58,ASSESSORA DE AÇÃO ESTRATEGICA,7288.66,2015,05
59,ASSESSORA DE LOGISTICA E MANUTENÇÃO,3238.18,2015,05
60,ASSIST. TÉC. Seguridade Social,1542.7758278145695,2015,05
61,ASSISTENTE ADMINISTRATIVO,1652.202,2015,05
62,ASSISTENTE ADMINISTRATIVO DE TELECOMUNICACOES,3538.4713333333334,2015,05
63,ASSISTENTE AMBIENTAL,2598.81,2015,05
64,ASSISTENTE COMERCIAL,5369.24,2015,05
65,ASSISTENTE DE ADMINISTRACAO DE ESTADIOS,2236.7333333333336,2015,05
66,ASSISTENTE DE EDUCACAO,2186.866105263158,2015,05
67,ASSISTENTE DE GESTAO DE DEFESA AGROPECUARIA,3033.2310964912276,2015,05
68,ASSISTENTE DE GESTAO E POLITICAS PUBLICAS EM DESEN,2679.269315068493,2015,05
69,ASSISTENTE DE MARKETING,8878.42,2015,05
70,ASSISTENTE DE PESQUISA,3002.55,2015,05
71,ASSISTENTE EXECUTIVO DE DEFESA SOCIAL,2121.2930674157305,2015,05
72,ASSISTENTE JURIDICO,4701.085,2015,05
73,ASSISTENTE OPERACIONAL,1907.2577777777778,2015,05
74,ASSISTENTE TECNICO DE EDUCACAO BASICA,1207.6447851584528,2015,05
75,ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA,2650.9535440613026,2015,05
76,ASSISTENTE TECNICO EDUCACIONAL,1943.889596899225,2015,05
77,AUDITOR FISCAL DA RECEITA ESTADUAL,20171.86758316361,2015,05
78,AUDITOR INTERNO,4998.887961165049,2015,05
79,AUXILIAR ADMINISTRATIVO D,1331.0351335877863,2015,05
80,AUXILIAR ADMINISTRATIVO DE TELECOMUNICACOES,1647.2281818181816,2015,05
81,AUXILIAR ADMINISTRATIVO UNIVERSITARIO,2179.2533457249074,2015,05
82,AUXILIAR AMBIENTAL,2179.1439682539685,2015,05
