,nmefet,rem_pos,year,month
0,1 SARGENTO,9817.314560439561,2018,07
1,1 SGT,9873.371054247697,2018,07
2,1 TEN,11006.39540513834,2018,07
3,1 TENENTE,10399.659188034188,2018,07
4,2 SARGENTO,7390.018923841059,2018,07
5,2 SGT,7854.079000247463,2018,07
6,2 TEN,9357.644067924528,2018,07
7,2 TENENTE,9368.699710743802,2018,07
8,3 SARGENTO,6026.28109939759,2018,07
9,3 SGT,6456.5641950736745,2018,07
10,ADVOGADO AUTARQUICO,18882.88111111111,2018,07
11,AGENTE DE POLICIA,2988.18,2018,07
12,AGENTE DE SEGURANCA PENITENCIARIO,4060.736629447257,2018,07
13,AGENTE DE SEGURANCA SOCIOEDUCATIVO,4225.360302013423,2018,07
14,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,5683.861622418879,2018,07
15,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",6213.153235294118,2018,07
16,AGENTE GOVERNAMENTAL,3329.66766798419,2018,07
17,AJUDANTE DE SERVICOS GERAIS,1082.55,2018,07
18,ALUNO,6759.820754716981,2018,07
19,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,3274.4301470588234,2018,07
20,ANAL.FISCAL E DE REGULACAO SERV.ABAST.AGUA ESG.SAN,5190.927837837838,2018,07
21,ANALISTA AMBIENTAL,6850.271018808778,2018,07
22,ANALISTA DA POLICIA CIVIL,2977.5641275167786,2018,07
23,ANALISTA DE ADMINISTRACAO DE ESTADIOS,9944.24,2018,07
24,ANALISTA DE ATENCAO A SAUDE,3845.0497443181816,2018,07
25,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,2793.610322580645,2018,07
26,ANALISTA DE DESENVOLVIMENTO RURAL,6225.668333333334,2018,07
27,ANALISTA DE EDUCACAO BASICA,2594.0330167597763,2018,07
28,ANALISTA DE GESTAO,4516.995,2018,07
29,ANALISTA DE GESTAO ARTISTICA,4702.386,2018,07
30,ANALISTA DE GESTAO DA PMM,3574.34,2018,07
31,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,4787.882478134111,2018,07
32,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,4397.295428571429,2018,07
33,ANALISTA DE GESTAO LOTERICA,4169.216666666667,2018,07
34,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",6480.6913953488365,2018,07
35,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",4588.036428571429,2018,07
36,ANALISTA DE GESTÃO DE SEGURIDADE SOCIAL,2825.328108108108,2018,07
37,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,5243.152065727699,2018,07
38,ANALISTA DE SEGURIDADE SOCIAL,4382.003714859438,2018,07
39,ANALISTA DE TV,2805.2656944444443,2018,07
40,ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA,6318.805194346291,2018,07
41,ANALISTA EDUCACIONAL,4670.6161091054955,2018,07
42,ANALISTA EM EDUCACAO E PESQUISA EM SAUDE,5348.8889285714295,2018,07
43,ANALISTA EXECUTIVO DE DEFESA SOCIAL,4529.11812442818,2018,07
44,ANALISTA FAZENDARIO DE ADMINISTRACAO E FINANCAS,11367.698584070797,2018,07
45,ANALISTA UNIVERSITARIO,4293.5020689655175,2018,07
46,ANALISTA UNIVERSITARIO DA SAUDE,3864.2777142857144,2018,07
47,ANALISTA UNIVERSITARIO DA SAUDE - CONT.ADM,2500.1961764705884,2018,07
48,ASP A OF,6794.14,2018,07
49,ASPIRANTE A OFICIAL,8265.155,2018,07
50,ASSESSOR II,5252.31,2018,07
51,ASSISTENTE ADMINISTRATIVO,2600.1720957542907,2018,07
