,nmefet,rem_pos,year,month
0,1 SARGENTO,6404.771275362318,2014,01
1,1 SGT,6253.245391780822,2014,01
2,1 TEN,8060.460113402061,2014,01
3,1 TENENTE,7324.608695652174,2014,01
4,2 SARGENTO,5265.425759803921,2014,01
5,2 SGT,5365.587880041366,2014,01
6,2 TEN,7003.000516986705,2014,01
7,2 TENENTE,6119.695734265734,2014,01
8,3 SARGENTO,4388.165445829338,2014,01
9,3 SGT,4666.02513494741,2014,01
10,ADVOGADO AUTARQUICO,11802.083571428573,2014,01
11,AGENTE DE ADMINISTRACAO,6652.57,2014,01
12,AGENTE DE SEGURANCA PENITENCIARIO,3306.6758666666665,2014,01
13,AGENTE DE SEGURANCA SOCIOEDUCATIVO,2927.1533663366336,2014,01
14,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,5761.50308988764,2014,01
15,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",3324.782608695652,2014,01
16,AGENTE GOVERNAMENTAL,4105.4974403470715,2014,01
17,ALUNO,5029.623224043716,2014,01
18,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,3638.6305442176867,2014,01
19,ANALISTA ADMINISTRATIVO,2521.13,2014,01
20,ANALISTA AMBIENTAL,6762.507495495496,2014,01
21,ANALISTA DA POLICIA CIVIL,3998.8858620689657,2014,01
22,ANALISTA DA REDE PLENA - PRODEV,3952.06,2014,01
23,ANALISTA DE ADMINISTRACAO DE ESTADIOS,7843.04,2014,01
24,ANALISTA DE ATENCAO A SAUDE,3510.921417445483,2014,01
25,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,3371.0994736842104,2014,01
26,ANALISTA DE DESENVOLVIMENTO RURAL,6631.387878787878,2014,01
27,ANALISTA DE EDUCACAO BASICA,2616.811395348837,2014,01
28,ANALISTA DE GESTAO,4833.46,2014,01
29,ANALISTA DE GESTAO ARTISTICA,5916.903333333333,2014,01
30,ANALISTA DE GESTAO DA PMM,2950.2,2014,01
31,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,4394.967072727273,2014,01
32,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,4138.04358974359,2014,01
33,ANALISTA DE GESTAO LOTERICA,3442.996,2014,01
34,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",3646.1847916666666,2014,01
35,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",4355.7,2014,01
36,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,6147.1555045871555,2014,01
37,ANALISTA DE SEGURIDADE SOCIAL,5447.393875338754,2014,01
38,ANALISTA DE TURISMO,9959.78,2014,01
39,ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA,6835.886384976526,2014,01
40,ANALISTA EDUCACIONAL,4137.35348998774,2014,01
41,ANALISTA EM EDUCACAO E PESQUISA EM SAUDE,5256.0917500000005,2014,01
42,ANALISTA EXECUTIVO DE DEFESA SOCIAL,3684.2207438016526,2014,01
43,ANALISTA EXECUTIVO DEFESA,3125.11,2014,01
44,ANALISTA FAZENDARIO DE ADMINISTRACAO E FINANCAS,8805.385747126436,2014,01
45,ANALISTA FINANCEIRO,3177.85,2014,01
46,ANALISTA UNIVERSITARIO,3965.1094782608698,2014,01
47,ANALISTA UNIVERSITARIO DA SAUDE,3349.8929411764707,2014,01
48,ASP A OF,5210.178050847458,2014,01
49,ASPIRANTE A OFICIAL,4377.560222222222,2014,01
50,ASSESSOR DE ANALISE E MONITORAMENTO DE MERCADO,4893.52,2014,01
51,ASSESSOR DE APOIO TECNICO-OPERACIONAL,6284.79,2014,01
52,ASSESSOR DE COMUNICACAO,6021.63,2014,01
53,ASSESSOR DE NOVOS NEGOCIOS,5803.71,2014,01
54,ASSESSOR DE RELACOES INSTITUCI,11118.8,2014,01
55,ASSESSOR FINANCEIRO,5928.87,2014,01
56,ASSESSOR JURIDICO-ADMINISTRATIVO,11917.53,2014,01
57,ASSESSOR TI,1865.44,2014,01
58,ASSESSORA DE ACAO ESTRATEGICA,5928.87,2014,01
59,ASSIST. TÉC. Seguridade Social,4628.924347826087,2014,01
60,ASSISTENTE ADMINISTRATIVO,1249.3130188679247,2014,01
61,ASSISTENTE ADMINISTRATIVO DE TELECOMUNICACOES,3643.957222222222,2014,01
62,ASSISTENTE ADMINISTRATIVO I,2284.5899999999997,2014,01
63,ASSISTENTE AMBIENTAL,2676.088431372549,2014,01
64,ASSISTENTE COMERCIAL,1855.48,2014,01
65,ASSISTENTE DE ADMINISTRACAO DE ESTADIOS,2319.17,2014,01
66,ASSISTENTE DE ATIVIDADE DE RECENSEAMENTO,1280.455,2014,01
67,ASSISTENTE DE EDUCACAO,2848.5432317073173,2014,01
68,ASSISTENTE DE GABINETE,7423.31,2014,01
69,ASSISTENTE DE GESTAO DE DEFESA AGROPECUARIA,3178.30384,2014,01
70,ASSISTENTE DE GESTAO E POLITICAS PUBLICAS EM DESEN,2763.0698670212764,2014,01
71,ASSISTENTE DE MARKETING,1782.74,2014,01
72,ASSISTENTE DE PESQUISA,2982.78,2014,01
73,ASSISTENTE EXECUTIVO DE DEFESA SOCIAL,2231.336813559322,2014,01
74,ASSISTENTE JURIDICO,4609.67,2014,01
75,ASSISTENTE OPERACIONAL,1900.9525,2014,01
76,ASSISTENTE TECNICO DE EDUCACAO BASICA,1563.536503220652,2014,01
77,ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA,3183.2886967418544,2014,01
78,ASSISTENTE TECNICO EDUCACIONAL,2423.814298463064,2014,01
79,AUDITOR FISCAL DA RECEITA ESTADUAL,20114.59610289389,2014,01
80,AUDITOR INTERNO,4454.211262135922,2014,01
81,AUXILIAR ADMINISTRATIVO D,1034.898273381295,2014,01
82,AUXILIAR ADMINISTRATIVO DE TELECOMUNICACOES,1646.2718181818184,2014,01
83,AUXILIAR ADMINISTRATIVO UNIVERSITARIO,2269.973057553957,2014,01
84,AUXILIAR AMBIENTAL,2008.5617204301075,2014,01
85,AUXILIAR DA INDUSTRIA GRAFICA,3541.1971999999996,2014,01
86,AUXILIAR DA POLICIA CIVIL,1660.5085977859778,2014,01
87,AUXILIAR DE ADMINISTRACAO DE ESTADIOS,1497.2422222222222,2014,01
88,AUXILIAR DE ADMINISTRACAO GERAL,2635.9182499999997,2014,01
89,AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE,1648.1254623921086,2014,01
90,AUXILIAR DE APOIO DA SAUDE,2294.0143526170796,2014,01
91,AUXILIAR DE ATIVIDADES OPERACIONAIS,1710.0856666666666,2014,01
92,AUXILIAR DE CULTURA,2167.287058823529,2014,01
93,AUXILIAR DE DESENVOLVIMENTO ECONOMICO E SOCIAL,1650.6,2014,01
94,AUXILIAR DE DESENVOLVIMENTO RURAL,1651.80375,2014,01
95,AUXILIAR DE ENFERMAGEM - IPSEMG,915.56,2014,01
96,AUXILIAR DE GESTAO ARTISTICA,1588.3395238095236,2014,01
97,AUXILIAR DE GESTAO E REGISTRO EMPRESARIAL,3620.9,2014,01
98,AUXILIAR DE GESTAO LOTERICA,1628.47,2014,01
99,"AUXILIAR DE GESTAO, METROLOGIA E QUALIDADE",2296.1052083333334,2014,01
100,"AUXILIAR DE GESTAO, PROTECAO E RESTAURO",3211.95,2014,01
101,AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA,3012.6662499999998,2014,01
102,AUXILIAR DE MANUTENCAO,1569.9566666666667,2014,01
103,AUXILIAR DE SAUDE E TECNOLOGIA,2840.3521839080463,2014,01
104,AUXILIAR DE SEGURIDADE SOCIAL,2692.6436458333333,2014,01
105,AUXILIAR DE SERVICOS DE EDUCACAO BASICA,1043.2806314518712,2014,01
106,AUXILIAR DE SERVICOS GOVERNAMENTAIS,2920.51625,2014,01
107,AUXILIAR DE SERVICOS OPERACIONAIS,1617.500510948905,2014,01
108,AUXILIAR DE TRANSPORTES E OBRAS PUBLICAS,2015.956675849403,2014,01
109,AUXILIAR EM ATIVIDADES DE CIENCIA E TECNOLOGIA,1901.5207999999998,2014,01
110,AUXILIAR EXECUTIVO DE DEFESA SOCIAL,2002.7644375,2014,01
111,AUXILIAR OPERACIONAL,2349.4353757225435,2014,01
112,Aux. Geral de Seguridade Social,1918.5010000000002,2014,01
113,BAILARINO,6282.3330000000005,2014,01
114,BOMBEIRO HIDRAULICO,1422.0033333333333,2014,01
115,BRIGADISTA - SEMAD,815.0499999999998,2014,01
116,CABO,3655.7247873107426,2014,01
117,CAD,3549.0485276073623,2014,01
118,CADETE,3856.585185185185,2014,01
119,CAP,8866.5546991404,2014,01
120,CAPITAO,8109.553170731708,2014,01
121,CB,3767.7741166250403,2014,01
122,CEL,16685.25173076923,2014,01
123,CHECADOR DE DADOS E LISTADOR SETORES CENSITARIOS,1259.2133333333334,2014,01
124,CHEFE DE GABINETE,5928.87,2014,01
125,COMANDANTE DE AERONAVE DO GABINETE MILITAR,26991.83,2014,01
126,COMANDANTE DE AVIðO,9732.53,2014,01
127,CONTRATO ADM. ANALISTA DE SAUDE E TECNOLOGIA,3929.868484848485,2014,01
128,CONTRATO ADM. TECNICO DE SAUDE E TECNOLOGIA,2178.9163970588233,2014,01
129,CONTRATO ADM.GESTOR DE TRSNSPORTE E OBRAS PUBLICAS,3004.348490566038,2014,01
130,CONTRATO ADM.TECNICO UNIVERSITARIO DA SAUDE,1167.6635294117646,2014,01
131,CONTRATO ADMINISTRATICO TECNICO ENFERMAGEM,1638.1198412698413,2014,01
132,CONTRATO ADMINISTRATIVO AGENTE ADMINISTRATIVO,1224.4,2014,01
133,CONTRATO ADMINISTRATIVO ASSISTENTE SOCIAL,1064.2422222222222,2014,01
134,CONTRATO ADMINISTRATIVO AUXILIAR ADMINISTRATIVO,796.304375,2014,01
135,CONTRATO ADMINISTRATIVO AUXILIAR DE APOIO LOGISTIC,884.8842857142856,2014,01
136,CONTRATO ADMINISTRATIVO AUXILIAR DE ENFERMAGEM,757.5883333333334,2014,01
137,CONTRATO ADMINISTRATIVO ENFERMEIRO,2287.628243243243,2014,01
138,CONTRATO ADMINISTRATIVO FISIOTERAPEUTA PERITO,1823.385,2014,01
139,CONTRATO ADMINISTRATIVO MEDICO,2575.865,2014,01
