,nmefet,rem_pos,year,month
0,1 SARGENTO,10421.206774193548,2020,06
1,1 SGT,10733.873175303199,2020,06
2,1 TEN,11524.208458748866,2020,06
3,1 TENENTE,11225.978000000001,2020,06
4,2 SARGENTO,7577.9971801242245,2020,06
5,2 SGT,7905.947082015601,2020,06
6,2 TEN,9448.617394305436,2020,06
7,2 TENENTE,9575.136897959184,2020,06
8,3 SARGENTO,6549.876757575757,2020,06
9,3 SGT,6640.6499366902235,2020,06
10,ADVOGADO AUTARQUICO,20638.60148148148,2020,06
11,AGENTE DE SEGURANCA PENITENCIARIO,4248.79141315084,2020,06
12,AGENTE DE SEGURANCA SOCIOEDUCATIVO,4297.929863597613,2020,06
13,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,7426.427232704402,2020,06
14,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",3940.635365853658,2020,06
15,AGENTE GOVERNAMENTAL,4463.288701298701,2020,06
16,AJUDANTE DE SERVICOS GERAIS,970.01,2020,06
17,ALUNO,6865.322631578948,2020,06
18,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,4496.016327683616,2020,06
19,ANAL.FISCAL E DE REGULACAO SERV.ABAST.AGUA ESG.SAN,6741.83375,2020,06
20,ANALISTA AMBIENTAL,9027.024663382594,2020,06
21,ANALISTA DA POLICIA CIVIL,4067.1365972222225,2020,06
22,ANALISTA DE ATENCAO A SAUDE,4125.923254901961,2020,06
23,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,3501.777419354839,2020,06
24,ANALISTA DE DESENVOLVIMENTO RURAL,6940.776923076924,2020,06
25,ANALISTA DE EDUCACAO BASICA,2667.2996268656716,2020,06
26,ANALISTA DE GESTAO,7699.549999999999,2020,06
27,ANALISTA DE GESTAO ARTISTICA,4979.355,2020,06
28,ANALISTA DE GESTAO DA PMM,3296.0315384615387,2020,06
29,ANALISTA DE GESTAO DE SEGURIDADE SOCIAL,3978.1831578947367,2020,06
30,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,5823.713670756646,2020,06
31,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,6271.8228125,2020,06
32,ANALISTA DE GESTAO LOTERICA,5142.2266666666665,2020,06
33,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",4763.847948717949,2020,06
34,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",5464.045862068965,2020,06
35,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,5980.257910447762,2020,06
36,ANALISTA DE SEGURIDADE SOCIAL,5277.136680942184,2020,06
37,ANALISTA DE TV,3854.442285714286,2020,06
38,ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA,7318.255992647059,2020,06
39,ANALISTA EDUCACIONAL,5361.01046585077,2020,06
40,ANALISTA EDUCACIONAL-NUTRICIONISTA,4440.495,2020,06
41,ANALISTA EM EDUCACAO E PESQUISA EM SAUDE,6723.2375471698115,2020,06
42,ANALISTA EXECUTIVO DE DEFESA SOCIAL,4739.160044208665,2020,06
43,ANALISTA FAZENDARIO DE ADMINISTRACAO E FINANCAS,12411.515443037973,2020,06
44,ANALISTA UNIVERSITARIO,5095.5031818181815,2020,06
45,ANALISTA UNIVERSITARIO DA SAUDE,4512.125514705883,2020,06
46,ANALISTA UNIVERSITARIO DA SAUDE - CONT.ADM,2672.1815625,2020,06
47,ASP A OF,6912.05,2020,06
48,ASPIRANTE A OFICIAL,7762.035,2020,06
49,ASSISTENTE ADMINISTRATIVO,1819.9510606060608,2020,06
50,ASSISTENTE ADMINISTRATIVO DE TELECOMUNICACOES,5760.899999999999,2020,06
51,ASSISTENTE DE ADMINISTRACAO DE ESTADIOS,2573.1866666666665,2020,06
52,ASSISTENTE DE EDUCACAO,3494.410429447853,2020,06
53,ASSISTENTE DE GESTAO DE DEFESA AGROPECUARIA,5473.4890000000005,2020,06
54,ASSISTENTE DE GESTAO E POLITICAS PUBLICAS EM DESEN,3945.0489166666666,2020,06
55,ASSISTENTE EXECUTIVO DE DEFESA SOCIAL,2636.803136403128,2020,06
56,ASSISTENTE TECNICO DE EDUCACAO BASICA,1908.1597446228227,2020,06
57,ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA,4227.280756880734,2020,06
58,ASSISTENTE TECNICO DE SEGURIDADE SOCIAL,2682.16808,2020,06
59,AUDITOR FISCAL DA RECEITA ESTADUAL,24652.591996336996,2020,06
60,AUDITOR INTERNO,12295.420074074074,2020,06
61,AUXILIAR ADMINISTRATIVO,1910.01,2020,06
62,AUXILIAR ADMINISTRATIVO D,1217.9984164222874,2020,06
63,AUXILIAR ADMINISTRATIVO DE TELECOMUNICACOES,2583.21375,2020,06
64,AUXILIAR ADMINISTRATIVO UNIVERSITARIO,3511.9818292682926,2020,06
65,AUXILIAR AMBIENTAL,3624.6341666666667,2020,06
66,AUXILIAR DA INDUSTRIA GRAFICA,3972.390909090909,2020,06
67,AUXILIAR DA POLICIA CIVIL,3104.292,2020,06
68,AUXILIAR DE ADMINISTRACAO DE ESTADIOS,2008.2408333333333,2020,06
69,AUXILIAR DE ADMINISTRACAO GERAL,3586.2374999999997,2020,06
70,AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE,2953.056823855756,2020,06
71,AUXILIAR DE APOIO DA SAUDE,3922.603127962085,2020,06
72,AUXILIAR DE ATIVIDADES OPERACIONAIS,2602.63,2020,06
73,AUXILIAR DE CULTURA,3197.757391304348,2020,06
74,AUXILIAR DE DESENVOLVIMENTO ECONOMICO E SOCIAL,2523.4849999999997,2020,06
75,AUXILIAR DE DESENVOLVIMENTO RURAL,2751.9942857142855,2020,06
76,AUXILIAR DE ENFERMAGEM - IPSEMG,1307.63,2020,06
77,AUXILIAR DE GESTAO ARTISTICA,3054.1228571428574,2020,06
78,AUXILIAR DE GESTAO E REGISTRO EMPRESARIAL,5671.355263157895,2020,06
79,AUXILIAR DE GESTAO LOTERICA,3699.88,2020,06
80,"AUXILIAR DE GESTAO, METROLOGIA E QUALIDADE",2876.7907142857143,2020,06
81,AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA,4603.090416666667,2020,06
82,AUXILIAR DE SAUDE E TECNOLOGIA,4342.276734693877,2020,06
83,AUXILIAR DE SEGURIDADE SOCIAL,4058.6506515301085,2020,06
84,AUXILIAR DE SERVICOS DE EDUCACAO BASICA,1114.5020559403615,2020,06
85,AUXILIAR DE SERVICOS GOVERNAMENTAIS,3902.879090909091,2020,06
86,AUXILIAR DE SERVICOS OPERACIONAIS,2635.089799196787,2020,06
87,AUXILIAR DE TRANSPORTES E OBRAS PUBLICAS,4560.6850684931505,2020,06
88,AUXILIAR EM ATIVIDADES DE CIENCIA E TECNOLOGIA,3342.959090909091,2020,06
89,AUXILIAR EXECUTIVO DE DEFESA SOCIAL,2842.1975,2020,06
90,AUXILIAR GERAL DE SEGURIDADE SOCIAL,4079.554,2020,06
91,AUXILIAR OPERACIONAL,4142.1893495934955,2020,06
92,BAILARINO,5644.453333333334,2020,06
93,BENEFICIO DO PLANO DE PREVIDENCIA COMPLEMENTAR MC,5185.644340659341,2020,06
94,CABO,5255.4349739000745,2020,06
95,CAD,5716.563698630137,2020,06
96,CADETE,4749.173783783784,2020,06
97,CAP,13405.165777439024,2020,06
98,CAPITAO,12161.748950617284,2020,06
99,CB,4901.979692149469,2020,06
100,CEL,25381.4346,2020,06
101,CONT. ADM. PROF. DE ENSI. MEDIO E TEC.,787.1338709677419,2020,06
102,CONTRATO ADM ANALISTA DE TV,2988.43,2020,06
103,CONTRATO ADM TECNICO DE TV,2247.165789473684,2020,06
104,CONTRATO ADM. ANALISTA DE SAUDE E TECNOLOGIA,4976.01,2020,06
105,CONTRATO ADM. TECNICO DE SAUDE E TECNOLOGIA,3407.786666666667,2020,06
106,CONTRATO ADM.TECNICO UNIVERSITARIO DA SAUDE,2491.9184782608695,2020,06
107,CONTRATO ADMINISTRATIVO MEDICO PERITO,3875.4700000000003,2020,06
108,CONTRATO ADMINISTRATIVO TECNICO UNIVERSITARIO,1988.798442622951,2020,06
109,CONTRATO AGENTE DE SEGURANCA PENITENCIARIO,3741.5868359375,2020,06
110,CONTRATO AGENTE DE SEGURANCA SOCIOEDUCATIVO,3816.32490015361,2020,06
111,CONTRATO ANAL.GESTAO E POL.PUB.EM DESENVOLVIMENTO,3057.452857142857,2020,06
112,CONTRATO ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,4997.783776435045,2020,06
113,CONTRATO ANALISTA EXECUTIVO DE DEFESA SOCIAL,2380.0676190476192,2020,06
114,CONTRATO ANALISTA HEMOMINAS LEI 18185 2009,4302.025555555556,2020,06
