,nmefet,rem_pos,year,month
0,1 SARGENTO,6324.7774927113705,2014,05
1,1 SGT,6030.09714367816,2014,05
2,1 TEN,7791.5858394931365,2014,05
3,1 TENENTE,7851.7450714285715,2014,05
4,2 SARGENTO,5192.544024691359,2014,05
5,2 SGT,5122.908239621651,2014,05
6,2 TEN,6947.236088235294,2014,05
7,2 TENENTE,6248.059007092198,2014,05
8,3 SARGENTO,4425.0005528613,2014,05
9,3 SGT,4391.835196088316,2014,05
10,ADVOGADO AUTARQUICO,11343.478571428572,2014,05
11,AGENTE DE SEGURANCA PENITENCIARIO,3025.371398624304,2014,05
12,AGENTE DE SEGURANCA SOCIOEDUCATIVO,2705.4339767054907,2014,05
13,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,5125.951965648856,2014,05
14,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",3004.4396078431373,2014,05
15,AGENTE GOVERNAMENTAL,3312.3240384615383,2014,05
16,AJUDANTE DE SERVICOS GERAIS,1383.2,2014,05
17,ALUNO,5050.517336956522,2014,05
18,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,3460.6014864864865,2014,05
19,ANALISTA ADMINISTRATIVO,3523.46,2014,05
20,ANALISTA AMBIENTAL,6269.1851074380165,2014,05
21,ANALISTA DA POLICIA CIVIL,2007.212727272727,2014,05
22,ANALISTA DE ADMINISTRACAO DE ESTADIOS,7738.015,2014,05
23,ANALISTA DE ATENCAO A SAUDE,3098.2516719242903,2014,05
24,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,3389.4484210526316,2014,05
25,ANALISTA DE DESENVOLVIMENTO RURAL,6591.74935483871,2014,05
26,ANALISTA DE EDUCACAO BASICA,1853.7194214876035,2014,05
27,ANALISTA DE GESTAO,4488.715,2014,05
28,ANALISTA DE GESTAO ARTISTICA,4271.5199999999995,2014,05
29,ANALISTA DE GESTAO DA PMM,2868.005,2014,05
30,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,4023.655722070845,2014,05
31,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,3985.7605128205128,2014,05
32,ANALISTA DE GESTAO LOTERICA,2896.578,2014,05
33,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",3466.225,2014,05
34,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",4385.5375,2014,05
35,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,4684.227,2014,05
36,ANALISTA DE SEGURIDADE SOCIAL,4450.46923255814,2014,05
37,ANALISTA DE TURISMO,4846.46,2014,05
38,ANALISTA DE TV,4590.155000000001,2014,05
39,ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA,6519.259764150944,2014,05
40,ANALISTA EDUCACIONAL,3023.889042735043,2014,05
41,ANALISTA EM EDUCACAO E PESQUISA EM SAUDE,5214.66025,2014,05
42,ANALISTA EXECUTIVO DE DEFESA SOCIAL,3891.800662983426,2014,05
43,ANALISTA EXECUTIVO DEFESA,2914.49,2014,05
44,ANALISTA FAZENDARIO DE ADMINISTRACAO E FINANCAS,8364.969096385543,2014,05
45,ANALISTA FINANCEIRO,3427.9,2014,05
46,ANALISTA UNIVERSITARIO,3489.4970642201833,2014,05
47,ANALISTA UNIVERSITARIO DA SAUDE,3103.18811827957,2014,05
48,ASP A OF,4814.736186440678,2014,05
49,ASPIRANTE A OFICIAL,5224.011111111111,2014,05
50,ASSESSOR DE ANALISE E MONITORAMENTO DE MERCADO,5291.09,2014,05
51,ASSESSOR DE APOIO TECNICO-OPERACIONAL,4649.1,2014,05
52,ASSESSOR DE COMUNICACAO,6520.73,2014,05
53,ASSESSOR DE RELACOES INSTITUCI,6419.62,2014,05
54,ASSESSOR FINANCEIRO,6419.62,2014,05
55,ASSESSOR JURIDICO-ADMINISTRATIVO,6460.89,2014,05
56,ASSESSOR TI,1931.52,2014,05
57,ASSESSORA DE ACAO ESTRATEGICA,6419.62,2014,05
58,ASSESSORA DE LOGISTICA E MANUTENÇÃO,1745.97,2014,05
59,ASSESSORA DE NOVOS NEGOCIOS,5561.06,2014,05
60,ASSIST. TÉC. Seguridade Social,4302.138695652174,2014,05
61,ASSISTENTE ADMINISTRATIVO,1098.8358253751705,2014,05
62,ASSISTENTE ADMINISTRATIVO DE TELECOMUNICACOES,3248.9266666666667,2014,05
63,ASSISTENTE AMBIENTAL,2687.88,2014,05
64,ASSISTENTE COMERCIAL,1936.266,2014,05
65,ASSISTENTE DE ADMINISTRACAO DE ESTADIOS,1954.256666666667,2014,05
66,ASSISTENTE DE ATIVIDADE DE RECENSEAMENTO,1116.6100000000001,2014,05
67,ASSISTENTE DE EDUCACAO,2153.15146875,2014,05
68,ASSISTENTE DE GABINETE,4352.93,2014,05
69,ASSISTENTE DE GESTAO DE DEFESA AGROPECUARIA,2978.297195121951,2014,05
70,ASSISTENTE DE GESTAO E POLITICAS PUBLICAS EM DESEN,2756.05875,2014,05
71,ASSISTENTE DE MARKETING,3427.9,2014,05
72,ASSISTENTE EXECUTIVO DE DEFESA SOCIAL,2288.45424610052,2014,05
73,ASSISTENTE JURIDICO,3427.9,2014,05
74,ASSISTENTE OPERACIONAL,1690.822222222222,2014,05
75,ASSISTENTE TECNICO DE EDUCACAO BASICA,1217.1284325784573,2014,05
76,ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA,2496.1160087719295,2014,05
77,ASSISTENTE TECNICO EDUCACIONAL,1898.7377918140473,2014,05
78,AUDITOR FISCAL DA RECEITA ESTADUAL,19732.231650358775,2014,05
79,AUDITOR INTERNO,4115.480196078432,2014,05
80,AUXILIAR ADMINISTRATIVO D,951.6905450733753,2014,05
81,AUXILIAR ADMINISTRATIVO DE TELECOMUNICACOES,1566.2199999999998,2014,05
82,AUXILIAR ADMINISTRATIVO UNIVERSITARIO,2059.3665693430653,2014,05
83,AUXILIAR AMBIENTAL,2429.977875457875,2014,05
84,AUXILIAR DA INDUSTRIA GRAFICA,2928.2617391304348,2014,05
85,AUXILIAR DA POLICIA CIVIL,1558.8250193050192,2014,05
86,AUXILIAR DE ADMINISTRACAO DE ESTADIOS,1363.9558333333332,2014,05
87,AUXILIAR DE ADMINISTRACAO GERAL,2153.758918918919,2014,05
88,AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE,1600.5969853409815,2014,05
89,AUXILIAR DE APOIO DA SAUDE,2112.327496463932,2014,05
90,AUXILIAR DE ATIVIDADES OPERACIONAIS,1685.213793103448,2014,05
91,AUXILIAR DE CULTURA,1845.7048484848485,2014,05
92,AUXILIAR DE DESENVOLVIMENTO ECONOMICO E SOCIAL,1650.6,2014,05
93,AUXILIAR DE DESENVOLVIMENTO RURAL,1671.629565217391,2014,05
94,AUXILIAR DE ENFERMAGEM - IPSEMG,915.56,2014,05
95,AUXILIAR DE GESTAO ARTISTICA,1441.4595,2014,05
96,AUXILIAR DE GESTAO E REGISTRO EMPRESARIAL,3319.7365714285716,2014,05
97,AUXILIAR DE GESTAO LOTERICA,1628.47,2014,05
98,"AUXILIAR DE GESTAO, METROLOGIA E QUALIDADE",2264.825957446809,2014,05
99,"AUXILIAR DE GESTAO, PROTECAO E RESTAURO",3420.715,2014,05
100,AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA,2533.355641025641,2014,05
101,AUXILIAR DE MANUTENCAO,1343.1933333333334,2014,05
102,AUXILIAR DE SAUDE E TECNOLOGIA,2604.4758139534883,2014,05
103,AUXILIAR DE SEGURIDADE SOCIAL,2373.4043737305346,2014,05
104,AUXILIAR DE SERVICOS DE EDUCACAO BASICA,765.6185332017483,2014,05
105,AUXILIAR DE SERVICOS GOVERNAMENTAIS,2561.984184397163,2014,05
106,AUXILIAR DE SERVICOS OPERACIONAIS,1589.9405459057073,2014,05
107,AUXILIAR DE TRANSPORTES E OBRAS PUBLICAS,1923.0275840978593,2014,05
108,AUXILIAR EM ATIVIDADES DE CIENCIA E TECNOLOGIA,1758.4654166666667,2014,05
109,AUXILIAR EXECUTIVO DE DEFESA SOCIAL,1921.611677419355,2014,05
110,AUXILIAR OPERACIONAL,2108.584251497006,2014,05
111,Aux. Geral de Seguridade Social,2004.661,2014,05
112,BAILARINO,4714.396,2014,05
113,BOMBEIRO HIDRAULICO,1212.7199999999998,2014,05
114,CABO,3616.6730130057804,2014,05
115,CAD,3565.8005384615385,2014,05
116,CADETE,3755.846125,2014,05
117,CAP,8924.130028818445,2014,05
118,CAPITAO,8267.62355371901,2014,05
119,CB,3631.1972777191127,2014,05
120,CEL,16362.312857142857,2014,05
121,CHECADOR DE DADOS E LISTADOR SETORES CENSITARIOS,1465.212857142857,2014,05
122,CHEFE DE GABINETE,6419.62,2014,05
123,COMANDANTE DE AERONAVE DO GABINETE MILITAR,19975.01,2014,05
124,COMANDANTE DE AVIðO,11866.45,2014,05
125,CONTRATO ADM. ANALISTA DE SAUDE E TECNOLOGIA,3937.5338028169017,2014,05
126,CONTRATO ADM. TECNICO DE SAUDE E TECNOLOGIA,2254.3493333333336,2014,05
127,CONTRATO ADM.GESTOR DE TRSNSPORTE E OBRAS PUBLICAS,3142.066,2014,05
128,CONTRATO ADM.TECNICO UNIVERSITARIO DA SAUDE,1524.65625,2014,05
129,CONTRATO ADMINISTRATICO TECNICO ENFERMAGEM,1608.0361538461539,2014,05
130,CONTRATO ADMINISTRATIVO ASSISTENTE SOCIAL,1099.866,2014,05
131,CONTRATO ADMINISTRATIVO AUXILIAR ADMINISTRATIVO,802.3236363636363,2014,05
132,CONTRATO ADMINISTRATIVO AUXILIAR DE APOIO LOGISTIC,1045.13,2014,05
133,CONTRATO ADMINISTRATIVO AUXILIAR DE ENFERMAGEM,802.6525,2014,05
134,CONTRATO ADMINISTRATIVO ENFERMEIRO,2353.944426229508,2014,05
135,CONTRATO ADMINISTRATIVO MEDICO PERITO,3513.0647999999997,2014,05
136,CONTRATO ADMINISTRATIVO NIVEL MEDIO,1089.2037500000001,2014,05
137,CONTRATO ADMINISTRATIVO NIVEL SUPERIOR,3487.0510000000004,2014,05
138,CONTRATO ADMINISTRATIVO ODONTOLOGICO,2437.96,2014,05
139,CONTRATO ADMINISTRATIVO TECNICO PATOLOGIA CLINICA,889.6700000000001,2014,05
140,CONTRATO ADMINISTRATIVO TECNICO RADIOLOGIA,1063.36,2014,05
141,CONTRATO ADMINISTRATIVO TECNICO RADIOLOGISTA,873.0528571428571,2014,05
142,CONTRATO ADMINISTRATIVO TECNICO UNIVERSITARIO,1156.1347826086956,2014,05
143,CONTRATO AGENTE DE SEGURANCA PENITENCIARIO,2502.0472023521834,2014,05
144,CONTRATO AGENTE DE SEGURANCA SOCIOEDUCATIVO,2514.6216178128525,2014,05
145,CONTRATO ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,2913.006962025316,2014,05
