,nmefet,rem_pos,year,month
0,1 SARGENTO,9894.085837837838,2018,06
1,1 SGT,9943.44812244898,2018,06
2,1 TEN,11574.318737769081,2018,06
3,1 TENENTE,10944.866068376068,2018,06
4,2 SARGENTO,7494.583198707593,2018,06
5,2 SGT,7953.324541051103,2018,06
6,2 TEN,9531.870557737628,2018,06
7,2 TENENTE,11073.817272727272,2018,06
8,3 SARGENTO,6217.232943820225,2018,06
9,3 SGT,6620.690713586424,2018,06
10,ADVOGADO AUTARQUICO,17985.704074074074,2018,06
11,AGENTE DE POLICIA,3036.04,2018,06
12,AGENTE DE SEGURANCA PENITENCIARIO,3986.4712784818894,2018,06
13,AGENTE DE SEGURANCA SOCIOEDUCATIVO,4065.7187929589277,2018,06
14,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,5525.813884057971,2018,06
15,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",3255.51067961165,2018,06
16,AGENTE GOVERNAMENTAL,3203.274223968566,2018,06
17,AJUDANTE DE SERVICOS GERAIS,1082.55,2018,06
18,ALUNO,6614.214631578948,2018,06
19,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,3213.9298039215687,2018,06
20,ANAL.FISCAL E DE REGULACAO SERV.ABAST.AGUA ESG.SAN,5442.6613157894735,2018,06
21,ANALISTA AMBIENTAL,6564.88834115806,2018,06
22,ANALISTA DA POLICIA CIVIL,2926.2564882943143,2018,06
23,ANALISTA DE ADMINISTRACAO DE ESTADIOS,9863.33,2018,06
24,ANALISTA DE ATENCAO A SAUDE,3677.375515320334,2018,06
25,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,2665.827741935484,2018,06
26,ANALISTA DE DESENVOLVIMENTO RURAL,6034.951538461538,2018,06
27,ANALISTA DE EDUCACAO BASICA,2574.8422598870056,2018,06
28,ANALISTA DE GESTAO,4126.672500000001,2018,06
29,ANALISTA DE GESTAO ARTISTICA,4275.18,2018,06
30,ANALISTA DE GESTAO DA PMM,2970.2785714285715,2018,06
31,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,4631.594211035818,2018,06
32,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,4411.367428571428,2018,06
33,ANALISTA DE GESTAO LOTERICA,3785.183333333333,2018,06
34,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",3616.886046511628,2018,06
35,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",4365.9525,2018,06
36,ANALISTA DE GESTÃO DE SEGURIDADE SOCIAL,3515.759189189189,2018,06
37,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,4922.66676056338,2018,06
38,ANALISTA DE SEGURIDADE SOCIAL,4253.33656626506,2018,06
39,ANALISTA DE TV,2649.7848611111112,2018,06
40,ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA,6102.189252669039,2018,06
41,ANALISTA EDUCACIONAL,4314.943844011143,2018,06
42,ANALISTA EM EDUCACAO E PESQUISA EM SAUDE,4970.4514285714295,2018,06
43,ANALISTA EXECUTIVO DE DEFESA SOCIAL,4393.053778591034,2018,06
44,ANALISTA FAZENDARIO DE ADMINISTRACAO E FINANCAS,11257.832300884957,2018,06
45,ANALISTA UNIVERSITARIO,4011.981379310345,2018,06
46,ANALISTA UNIVERSITARIO DA SAUDE,3769.230935251798,2018,06
47,ANALISTA UNIVERSITARIO DA SAUDE - CONT.ADM,2443.685588235294,2018,06
48,ASP A OF,6978.643333333333,2018,06
49,ASPIRANTE A OFICIAL,6803.67,2018,06
50,ASSESSOR II,5664.82,2018,06
51,ASSISTENTE ADMINISTRATIVO,1770.9765644724978,2018,06
52,ASSISTENTE ADMINISTRATIVO DE TELECOMUNICACOES,4056.369,2018,06
53,ASSISTENTE DE ADMINISTRACAO DE ESTADIOS,2364.5733333333333,2018,06
54,ASSISTENTE DE EDUCACAO,3252.9928125,2018,06
55,ASSISTENTE DE GESTAO DE DEFESA AGROPECUARIA,3893.910769230769,2018,06
56,ASSISTENTE DE GESTAO E POLITICAS PUBLICAS EM DESEN,2919.0866077738515,2018,06
57,ASSISTENTE EXECUTIVO DE DEFESA SOCIAL,2359.945804444444,2018,06
58,ASSISTENTE TECNICO DE EDUCACAO BASICA,1765.3047658665469,2018,06
59,ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA,3169.661228448276,2018,06
60,ASSISTENTE TÉCNICO DE SEGURIDADE SOCIAL,2229.7987050359716,2018,06
61,AUDITOR FISCAL DA RECEITA ESTADUAL,20708.021910828025,2018,06
62,AUDITOR INTERNO,8424.298750000002,2018,06
63,AUXILIAR ADMINISTRATIVO D,1212.1505325443786,2018,06
64,AUXILIAR ADMINISTRATIVO DE TELECOMUNICACOES,1881.342,2018,06
65,AUXILIAR ADMINISTRATIVO UNIVERSITARIO,2557.663229571984,2018,06
66,AUXILIAR AMBIENTAL,2454.2993364928907,2018,06
67,AUXILIAR DA INDUSTRIA GRAFICA,4422.894285714286,2018,06
68,AUXILIAR DA POLICIA CIVIL,1958.91671875,2018,06
69,AUXILIAR DE ADMINISTRACAO DE ESTADIOS,1614.5916666666665,2018,06
70,AUXILIAR DE ADMINISTRACAO GERAL,2676.085,2018,06
71,AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE,1984.1296017699115,2018,06
72,AUXILIAR DE APOIO DA SAUDE,2947.018622129436,2018,06
73,AUXILIAR DE ATIVIDADES OPERACIONAIS,2035.310714285714,2018,06
74,AUXILIAR DE CULTURA,1988.2562500000001,2018,06
75,AUXILIAR DE DESENVOLVIMENTO ECONOMICO E SOCIAL,2478.465,2018,06
76,AUXILIAR DE DESENVOLVIMENTO RURAL,1862.7706666666668,2018,06
77,AUXILIAR DE ENFERMAGEM - IPSEMG,1087.19,2018,06
78,AUXILIAR DE GESTAO ARTISTICA,1839.5866666666666,2018,06
79,AUXILIAR DE GESTAO E REGISTRO EMPRESARIAL,3739.008260869565,2018,06
80,AUXILIAR DE GESTAO LOTERICA,1975.1,2018,06
81,"AUXILIAR DE GESTAO, METROLOGIA E QUALIDADE",2445.155,2018,06
82,"AUXILIAR DE GESTAO, PROTECAO E RESTAURO",5192.45,2018,06
83,AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA,3468.3777777777777,2018,06
84,AUXILIAR DE SAUDE E TECNOLOGIA,3238.2005357142857,2018,06
85,AUXILIAR DE SEGURIDADE SOCIAL,2977.0087146763904,2018,06
86,AUXILIAR DE SERVICOS DE EDUCACAO BASICA,1054.2907001937194,2018,06
87,AUXILIAR DE SERVICOS GOVERNAMENTAIS,2976.111588785047,2018,06
88,AUXILIAR DE SERVICOS OPERACIONAIS,1765.2313928571427,2018,06
89,AUXILIAR DE TRANSPORTES E OBRAS PUBLICAS,2641.185025510204,2018,06
90,AUXILIAR EM ATIVIDADES DE CIENCIA E TECNOLOGIA,2354.82,2018,06
91,AUXILIAR EXECUTIVO DE DEFESA SOCIAL,2450.2769298245616,2018,06
92,AUXILIAR GERAL DE SEG. SOCIAL,3352.282,2018,06
93,AUXILIAR OPERACIONAL,2590.763597122302,2018,06
94,BAILARINO,4753.212222222222,2018,06
95,BENEFICIO DO PLANO DE PREVIDENCIA COMPLEMENTAR MC,5205.965943396227,2018,06
96,CABO,4700.513756236635,2018,06
97,CAD,5092.953115942029,2018,06
98,CADETE,4952.605909090909,2018,06
99,CAP,13568.316582677164,2018,06
100,CAPITAO,13002.378543046358,2018,06
101,CB,4806.490281404773,2018,06
102,CEL,21790.652826086956,2018,06
103,COMANDANTE DE AVIAO,10168.46,2018,06
104,CONTRATO ADM MEDICO DA AREA SOCIAL E PSIQUIATRA,5352.566666666667,2018,06
105,CONTRATO ADM. ASSISTENTE TECNICO EDUCACIONAL,1843.4841304347826,2018,06
106,CONTRATO ADM.TECNICO UNIVERSITARIO DA SAUDE,1651.7663636363636,2018,06
107,CONTRATO ADMINISTRATIVO AGENTE GOVERNAMENTAL,966.01,2018,06
108,CONTRATO ADMINISTRATIVO MEDICO PERITO,4051.721785714286,2018,06
109,CONTRATO ADMINISTRATIVO TECNICO UNIVERSITARIO,984.002389380531,2018,06
110,CONTRATO AGENTE DE SEGURANCA PENITENCIARIO,3660.035661157025,2018,06
111,CONTRATO AGENTE DE SEGURANCA SOCIOEDUCATIVO,3656.800429645542,2018,06
112,CONTRATO ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,3625.0421459227464,2018,06
113,CONTRATO ANALISTA EXECUTIVO DE DEFESA SOCIAL,2282.0354639175257,2018,06
114,CONTRATO ANALISTA HEMOMINAS LEI 18185 2009,3328.8959523809526,2018,06
115,CONTRATO ANALISTA UNIVERSITARIO LEI 18185 2009,2091.228223938224,2018,06
116,CONTRATO ASSISTENTE EXECUTIVO DE DS LEI 18185/09.,1873.3785472972975,2018,06
