,nmefet,rem_pos,year,month
0,1 SARGENTO,23458.92267195767,2021,12
1,1 TENENTE,23963.86133379406,2021,12
2,2 SARGENTO,17150.301183997115,2021,12
3,2 TENENTE,20894.786157595452,2021,12
4,3 SARGENTO,13533.7152668693,2021,12
5,ADVOGADO AUTARQUICO,37443.94037037037,2021,12
6,AGENTE DE SEGURANCA PENITENCIARIO,9106.901993238384,2021,12
7,AGENTE DE SEGURANCA SOCIOEDUCATIVO,9394.034138528139,2021,12
8,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,13103.491158940398,2021,12
9,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",8373.568101265822,2021,12
10,AGENTE GOVERNAMENTAL,7806.320538641687,2021,12
11,AJUDANTE DE SERVICOS GERAIS,1815.96,2021,12
12,ALUNO,14609.07211764706,2021,12
13,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,7940.639281437126,2021,12
14,ANAL.FISCAL E DE REGULACAO SERV.ABAST.AGUA ESG.SAN,12283.510322580645,2021,12
15,ANALISTA AMBIENTAL,15392.292310177705,2021,12
16,ANALISTA DA POLICIA CIVIL,7725.405316901408,2021,12
17,ANALISTA DE ATENCAO A SAUDE,7912.430386740331,2021,12
18,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,6360.6121875,2021,12
19,ANALISTA DE DESENVOLVIMENTO RURAL,12360.484166666667,2021,12
20,ANALISTA DE EDUCACAO BASICA,2964.8237500000005,2021,12
21,ANALISTA DE GESTAO,10174.61,2021,12
22,ANALISTA DE GESTAO ARTISTICA,7337.518333333333,2021,12
23,ANALISTA DE GESTAO DA POL,7154.4675,2021,12
24,ANALISTA DE GESTAO DE SEGURIDADE SOCIAL,7032.1168421052635,2021,12
25,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,10429.528050847459,2021,12
26,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,10253.281818181818,2021,12
27,ANALISTA DE GESTAO LOTERICA,10893.863333333333,2021,12
28,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",9670.366153846155,2021,12
29,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",9995.58111111111,2021,12
30,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,10554.658680203045,2021,12
31,ANALISTA DE SAUDE E TECNOLOGIA,12808.991628787879,2021,12
32,ANALISTA DE SEGURIDADE SOCIAL,8799.227545454545,2021,12
33,ANALISTA DE TV,6654.726617647059,2021,12
34,ANALISTA EDUCACIONAL,8834.461893639957,2021,12
35,ANALISTA EM EDUCACAO E PESQUISA EM SAUDE,11816.656346153846,2021,12
36,ANALISTA EXECUTIVO DE DEFESA SOCIAL,10216.757949640287,2021,12
37,ANALISTA FAZENDARIO DE ADMINISTRACAO E FINANCAS,22637.93633802817,2021,12
38,ANALISTA UNIVERSITARIO,10130.514880952382,2021,12
39,ANALISTA UNIVERSITARIO DA SAUDE,9011.629626865673,2021,12
40,ANALISTA UNIVERSITARIO DA SAUDE - CONT.ADM,4947.543368421053,2021,12
41,ASPIRANTE A OFICIAL,15235.353333333333,2021,12
42,ASSISTENTE ADM DA POLICIA,4468.296656862745,2021,12
43,ASSISTENTE ADMINISTRATIVO DE TELECOMUNICACOES,9199.231666666667,2021,12
44,ASSISTENTE DE ADMINISTRACAO DE ESTADIOS,6926.78,2021,12
45,ASSISTENTE DE EDUCACAO,7468.258532110092,2021,12
46,ASSISTENTE DE GESTAO DE DEFESA AGROPECUARIA,9859.383128205129,2021,12
47,ASSISTENTE DE GESTAO E POLITICAS PUBLICAS EM DESEN,7200.7954205607475,2021,12
48,ASSISTENTE EXECUTIVO DE DEFESA SOCIAL,5651.201583184257,2021,12
49,ASSISTENTE TECNICO DE EDUCACAO BASICA,3056.0543327014707,2021,12
50,ASSISTENTE TECNICO DE HEMATOLOGIA E HEMOTERAPIA,7047.747547169811,2021,12
51,ASSISTENTE TECNICO DE SEGURIDADE SOCIAL,4391.460578512397,2021,12
52,AUDITOR FISCAL DA RECEITA ESTADUAL,45375.76809197652,2021,12
53,AUDITOR INTERNO,23348.847894736842,2021,12
54,AUXILIAR ADM DA POLICIA M,4420.97417721519,2021,12
55,AUXILIAR ADMINISTRATIVO DE TELECOMUNICACOES,4728.771428571429,2021,12
56,AUXILIAR ADMINISTRATIVO UNIVERSITARIO,6198.134199134199,2021,12
57,AUXILIAR AMBIENTAL,6465.529585798817,2021,12
58,AUXILIAR DA INDUSTRIA GRAFICA,7161.043636363636,2021,12
59,AUXILIAR DA POLICIA CIVIL,5771.5026282051285,2021,12
60,AUXILIAR DE ADMINISTRACAO DE ESTADIOS,5439.404166666666,2021,12
61,AUXILIAR DE ADMINISTRACAO GERAL,6563.058076923077,2021,12
62,AUXILIAR DE APOIO A GESTAO E ATENCAO A SAUDE,5080.712264150943,2021,12
63,AUXILIAR DE APOIO DA SAUDE,7127.158701298701,2021,12
64,AUXILIAR DE ATIVIDADES OPERACIONAIS,5946.9529999999995,2021,12
65,AUXILIAR DE CULTURA,5506.290434782609,2021,12
66,AUXILIAR DE DESENVOLVIMENTO ECONOMICO E SOCIAL,4976.155000000001,2021,12
67,AUXILIAR DE DESENVOLVIMENTO RURAL,5220.664285714286,2021,12
68,AUXILIAR DE GESTAO ARTISTICA,4186.318571428571,2021,12
69,AUXILIAR DE GESTAO E REGISTRO EMPRESARIAL,9173.417222222222,2021,12
70,AUXILIAR DE GESTAO LOTERICA,6567.21,2021,12
71,"AUXILIAR DE GESTAO, METROLOGIA E QUALIDADE",6965.595384615385,2021,12
72,AUXILIAR DE HEMATOLOGIA E HEMOTERAPIA,7508.7570000000005,2021,12
73,AUXILIAR DE SAUDE E TECNOLOGIA,7658.36829787234,2021,12
74,AUXILIAR DE SEGURIDADE SOCIAL,6749.554845580405,2021,12
75,AUXILIAR DE SERVICOS DE EDUCACAO BASICA,1157.216323555141,2021,12
76,AUXILIAR DE SERVICOS GOVERNAMENTAIS,7263.887906976744,2021,12
77,AUXILIAR DE SERVICOS OPERACIONAIS,5041.745069767441,2021,12
78,AUXILIAR DE TRANSPORTES E OBRAS PUBLICAS,7463.6216905444135,2021,12
79,AUXILIAR EM ATIVIDADES DE CIENCIA E TECNOLOGIA,6071.89,2021,12
80,AUXILIAR EXECUTIVO DE DEFESA SOCIAL,5718.641066666667,2021,12
81,AUXILIAR GERAL DE SEGURIDADE SOCIAL,6725.0425,2021,12
82,AUXILIAR OPERACIONAL,7001.825575221239,2021,12
83,BAILARINO,10554.396666666666,2021,12
84,BRIGADISTA - SEMAD,327.07555,2021,12
85,CABO,10662.493490440196,2021,12
86,CADETE,11834.35547368421,2021,12
87,CAPITAO,28197.66654117647,2021,12
88,CONT. ADM. ANALISTA DE DESENVOLVIMENTO RURAL,4671.294285714286,2021,12
89,CONT. ADM. TECNICO DE DESENVOLVIMENTO RURAL,3305.8933333333334,2021,12
90,CONTRATO ADM ANALISTA DE TV,4242.432222222222,2021,12
91,CONTRATO ADM MEDICO DA AREA SOCIAL E PSIQUIATRA,9338.324264705883,2021,12
92,CONTRATO ADM TECNICO DE TV,2894.636315789474,2021,12
93,CONTRATO ADM. ANALISTA DE SAUDE E TECNOLOGIA,6535.443,2021,12
