,nmefet,rem_pos,year,month
0,1 SARGENTO,13377.771865965835,2023,02
1,1 TENENTE,13445.291929936304,2023,02
2,2 SARGENTO,9499.642347924957,2023,02
3,2 TENENTE,12524.70901622718,2023,02
4,3 SARGENTO,7422.8239744872435,2023,02
5,ADVOGADO AUTARQUICO,20995.373703703703,2023,02
6,AGENTE COVERNAMENTAL - CONTRATO,2479.796216216216,2023,02
7,AGENTE DE SEGURANCA PENITENCIARIO,5462.352214212902,2023,02
8,AGENTE DE SEGURANCA SOCIOEDUCATIVO,5647.182753496504,2023,02
9,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,7726.767586206897,2023,02
10,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",5109.616986301369,2023,02
11,AGENTE GOVERNAMENTAL,5077.843825665859,2023,02
12,AJUDANTE DE SERVICOS GERAIS,1042.9,2023,02
13,ALUNO,7840.340082644629,2023,02
14,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,5156.607189542484,2023,02
15,ANAL.FISCAL E DE REGULACAO SERV.ABAST.AGUA ESG.SAN,8437.166451612904,2023,02
16,ANALISTA AMBIENTAL,9711.892487394958,2023,02
17,ANALISTA DA POLICIA CIVIL,5226.456790123457,2023,02
18,ANALISTA DE ATENCAO A SAUDE,4949.769115646258,2023,02
19,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,3962.783870967742,2023,02
20,ANALISTA DE DESENVOLVIMENTO RURAL,6750.972,2023,02
21,ANALISTA DE EDUCACAO BASICA,2698.510313807531,2023,02
22,ANALISTA DE GESTAO,4691.68,2023,02
23,ANALISTA DE GESTAO ARTISTICA,4006.443333333333,2023,02
24,ANALISTA DE GESTAO DA POL,4787.1025,2023,02
25,ANALISTA DE GESTAO DE SEGURIDADE SOCIAL,4727.987567567568,2023,02
26,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,6659.134136807817,2023,02
27,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,6378.549393939394,2023,02
28,ANALISTA DE GESTAO LOTERICA,6793.733333333334,2023,02
29,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",5514.126315789474,2023,02
30,"ANALISTA DE GESTAO, PROTECAO E RESTAURO",5759.926153846153,2023,02
31,ANALISTA DE HEMATOLOGIA E HEMOTERAPIA,6638.087989690722,2023,02
32,ANALISTA DE SAUDE E TECNOLOGIA,11580.57,2023,02
33,ANALISTA DE SEGURIDADE SOCIAL,6068.170954653938,2023,02
34,ANALISTA DE TV,3845.0805263157895,2023,02
35,ANALISTA E PESQUISADOR DE SAUDE E TECNOLOGIA,8467.606705882352,2023,02
