,nmefet,rem_pos,year,month
0,1 SARGENTO,20903.441607142857,2019,12
1,1 SGT,20607.122033898304,2019,12
2,1 TEN,21834.048803786576,2019,12
3,1 TENENTE,21746.872992125984,2019,12
4,2 SARGENTO,14701.885301391034,2019,12
5,2 SGT,15335.027646615123,2019,12
6,2 TEN,18236.172497753818,2019,12
7,2 TENENTE,18953.677279693486,2019,12
8,3 SARGENTO,12413.925542763158,2019,12
9,3 SGT,12805.611086182887,2019,12
10,ADVOGADO AUTARQUICO,31301.754074074073,2019,12
11,AGENTE DE SEGURANCA PENITENCIARIO,7887.171751087414,2019,12
12,AGENTE DE SEGURANCA SOCIOEDUCATIVO,8070.56902542373,2019,12
13,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,12890.586544342506,2019,12
14,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",8009.447999999999,2019,12
15,AGENTE GOVERNAMENTAL,7552.082489539749,2019,12
16,AJUDANTE DE SERVICOS GERAIS,1525.05,2019,12
17,ALUNO,13276.31835443038,2019,12
18,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,8464.802841530054,2019,12
19,ANAL.FISCAL E DE REGULACAO SERV.ABAST.AGUA ESG.SAN,11216.221764705882,2019,12
20,ANALISTA AMBIENTAL,15186.482965964344,2019,12
21,ANALISTA DA POLICIA CIVIL,6858.820517241379,2019,12
22,ANALISTA DE ADMINISTRACAO DE ESTADIOS,16232.56,2019,12
23,ANALISTA DE ATENCAO A SAUDE,7909.7972,2019,12
24,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,5792.193225806452,2019,12
25,ANALISTA DE DESENVOLVIMENTO RURAL,12782.442307692309,2019,12
26,ANALISTA DE EDUCACAO BASICA,5131.658835616438,2019,12
27,ANALISTA DE GESTAO,12118.816666666666,2019,12
28,ANALISTA DE GESTAO ARTISTICA,9071.715,2019,12
29,ANALISTA DE GESTAO DA PMM,5985.0575,2019,12
30,ANALISTA DE GESTAO DE SEGURIDADE SOCIAL,6701.291578947368,2019,12
31,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,9818.246286579213,2019,12
32,ANALISTA DE GESTAO E REGISTRO EMPRESARIAL,9708.18625,2019,12
33,ANALISTA DE GESTAO LOTERICA,10141.906666666668,2019,12
34,"ANALISTA DE GESTAO, METROLOGIA E QUALIDADE",9175.43125,2019,12
