,nmefet,rem_pos,year,month
0,1 SARGENTO,5477.601797752809,2013,05
1,1 SGT,5406.385120393121,2013,05
2,1 TEN,6931.733406976744,2013,05
3,1 TENENTE,6893.429736842105,2013,05
4,2 SARGENTO,4431.417142857143,2013,05
5,2 SGT,4494.7813116657,2013,05
6,2 TEN,6089.96876923077,2013,05
7,2 TENENTE,5157.238405797101,2013,05
8,3 SARGENTO,3758.6809819413093,2013,05
9,3 SGT,3950.787833526309,2013,05
10,ADVOGADO AUTARQUICO,11202.431071428571,2013,05
11,AGENTE DE ADMINISTRACAO,4959.83,2013,05
12,AGENTE DE SEGURANCA PENITENCIARIO,2611.479680438993,2013,05
13,AGENTE DE SEGURANCA SOCIOEDUCATIVO,2432.8422240259742,2013,05
14,AGENTE DE TRANSPORTES E OBRAS PUBLICAS,4850.402574955908,2013,05
15,"AGENTE FISCAL DE GESTAO, METROLOGIA E QUALIDADE",3522.7670588235296,2013,05
16,AGENTE GOVERNAMENTAL,3271.556084210526,2013,05
17,AJUDANTE DE SERVICOS GERAIS,553.55,2013,05
18,ALUNO,4635.2,2013,05
19,ANAL. DE GESTAO E POL.PUB. EM DESENVOLVIMENTO,3009.4760736196317,2013,05
20,ANALISTA ADMINISTRATIVO,2997.4,2013,05
21,ANALISTA AMBIENTAL,4746.46630017452,2013,05
22,ANALISTA DA POLICIA CIVIL,3301.103548387097,2013,05
23,ANALISTA DE ADMINISTRACAO DE ESTADIOS,6386.09,2013,05
24,ANALISTA DE ATENCAO A SAUDE,2851.838912071535,2013,05
25,ANALISTA DE DESENVOLVIMENTO ECONOMICO E SOCIAL,2282.4894444444444,2013,05
26,ANALISTA DE DESENVOLVIMENTO RURAL,5522.731142857143,2013,05
27,ANALISTA DE EDUCACAO BASICA,1790.0515648854962,2013,05
28,ANALISTA DE GESTAO,3747.073636363636,2013,05
29,ANALISTA DE GESTAO ARTISTICA,4088.806666666667,2013,05
30,ANALISTA DE GESTAO DA PMM,2682.16,2013,05
31,ANALISTA DE GESTAO E ASSISTENCIA A SAUDE,3737.280628465804,2013,05
